病診区分,"
医療機関コード",医療機関名,都道府県コード,郵便番号,住所,構想区域コード,構想区域名,市町村コード,市町村名称,高度急性期機能の有無,急性期機能の有無,回復期機能の有無,慢性期機能の有無,科目,２．許可病床数・稼働病床数,,,,,,,,,救急医療の実施状況,,,,,職員数,,,,,,,,,,,,,,,,,,６．入院患者数の状況【平成29年7月1日～平成30年6月30日の1年間】,８．全身管理の状況【「平成30年６月診療分」であってかつ「平成30年７月審査分」】,,,,,,,,９．疾患に応じたリハビリテーション・早期からのリハビリテーションの実施状況【「平成30年６月診療分」であってかつ「平成30年７月審査分」】,10．長期療養患者の受入状況【「平成30年６月診療分」であってかつ「平成30年７月審査分」】
病院,1313020059,独立行政法人労働者健康福祉機構　東京労災病院,13,〒143－0013,東京都大田区大森南四丁目１３番２１号,1302,区南部,13111,東京都大田区,〇,〇,〇,  ,"内科,神経内科,精神科,小児科,外科,整形外科,形成外科,脳神経外科,皮膚科,泌尿器科,産婦人科,眼科,耳鼻咽喉科,リハビリテーション科,放射線診断科,麻酔科,病理診断科,他",400,400,0,0,0,0,0,0,0,3082,688,2511,794,3361,89,11.4,314,12.4,0,0,5,21.84,11,0,4,0,2,0,21,0,35,11.9,10229,11,115,125,12,39,0,0,0,177,0
病院,1313020060,大森赤十字病院,13,〒143－0024,東京都大田区中央四丁目３０番１号,1302,区南部,13111,東京都大田区,〇,〇,  ,  ,"呼吸器内科,神経内科,外科,呼吸器外科,心臓血管外科,整形外科,脳神経外科,麻酔科,精神科,小児科,皮膚科,泌尿器科,産科,婦人科,眼科,耳鼻咽喉科,リハビリテーション科,放射線科,循環器内科,消化器内科,他",344,344,0,0,0,0,0,0,0,2628,527,5057,1270,4510,107,7.2,347,8.33,0,0,16,2,30,0,12,0,10,0,16,0,32,5.23,10765,0,404,110,10,63,0,0,0,393,0
病院,1313020061,品川志匠会病院,13,〒140－0001,東京都品川区北品川一丁目２９番地７号,1302,区南部,13109,東京都品川区,   ,〇,  ,  ,"整形外科,脳神経外科,リハビリテーション科,麻酔科",66,66,0,0,0,0,0,0,0,0,0,0,0,0,13,1,45,1.1,2,0,12,0,8,0,0,0,0,0,9,0,4,0.8,1400,0,0,34,0,137,0,0,0,162,0
病院,1313030002,ＪＲ東京総合病院,13,〒151－0053,東京都渋谷区代々木二丁目１番３号,1303,区西南部,13113,東京都渋谷区,   ,〇,〇,  ,"内科,脳神経内科,糖尿病内科,乳腺科,リウマチ科,呼吸器内科,循環器内科,消化器内科,消化器外科,精神科,小児科,皮膚科,放射線科,脳神経外科,呼吸器外科,外科,整形外科,形成外科,麻酔科,産婦人科,耳鼻咽喉科,眼科,泌尿器科,リハビリテーション科,口腔外科,救急科,病理診断科,他",423,390,0,0,0,0,0,0,0,1809,281,4415,900,4180,145,9.9,371,1.7,1,0,22,1,21,0,14,1,5,0,22,0,78,1.6,10310,0,149,134,15,97,0,10,0,211,0
病院,1313030003,クロス病院,13,〒151－0072,東京都渋谷区幡ヶ谷二丁目１８番２０号,1303,区西南部,13113,東京都渋谷区,   ,〇,  ,  ,"内科,外科,整形外科,消化器内科,リハビリテーション科,泌尿器科",42,42,0,0,0,0,0,0,0,457,12,770,55,459,3,5.6,9,5.8,0,0,4,0,5,0.2,0,0,0,0,0,0,1,2.7,554,0,0,0,0,0,0,0,0,25,0
病院,1313030004,伊藤病院,13,〒150－8308,東京都渋谷区神宮前四丁目３番６号,1303,区西南部,13113,東京都渋谷区,   ,〇,  ,  ,"外科,内科,放射線科,病理診断科",60,60,0,0,0,0,0,0,0,*,0,0,0,*,30,11,90,0,2,0,3,0,0,0,0,0,0,0,15,0,33,0,2412,0,29,0,0,124,0,0,0,0,0
病院,1313030005,奥沢病院,13,〒158－0083,東京都世田谷区奥沢二丁目１１番１１号,1303,区西南部,13112,東京都世田谷区,   ,〇,  ,〇,"内科,呼吸器内科,消化器内科,小児科,外科,整形外科,放射線科,アレルギー科,麻酔科",94,94,39,0,0,0,0,0,0,1436,149,1530,218,1186,8,6.2,42,18.5,2,0.1,11,2.2,3,0,0,0,0,0,1,0,4,3,1278,0,48,34,0,0,18,0,0,0,0
病院,1313030006,代々木病院,13,〒151－0051,東京都渋谷区千駄ヶ谷一丁目３０番７号,1303,区西南部,13113,東京都渋谷区,   ,  ,〇,  ,"内科,呼吸器内科,麻酔科,婦人科,消化器内科,リハビリテーション科,泌尿器科,眼科,外科,精神科,皮膚科,整形外科,他",150,150,0,0,0,0,0,0,0,211,*,316,32,125,15,8,83,8.7,7,2.1,14,2.4,36,0,21,0,7,0,0,0,8,3.8,1308,0,0,0,0,0,0,20,0,99,0
病院,1313030007,第一病院,13,〒152－0031,東京都目黒区中根二丁目１０番２０号,1303,区西南部,13110,東京都目黒区,   ,  ,〇,〇,"内科,消化器内科,呼吸器内科,皮膚科,神経内科,放射線科,整形外科,循環器内科",46,46,0,24,24,0,0,24,24,27,*,20,*,81,5,3.2,29,1.8,3,0,14,1.6,11,0.7,6,0.4,4,0,0,0,4,0,547,0,0,0,0,0,0,0,0,0,0
病院,1313030008,セントラル病院,13,〒150－0046,東京都渋谷区松濤二丁目１８番１号,1303,区西南部,13113,東京都渋谷区,   ,  ,  ,〇,"内科,整形外科,皮膚科,形成外科",0,0,0,92,92,28,28,64,64,0,0,0,0,0,3,1.6,22,0.5,7,0,27,2,0,0.5,0,0,0,0,0,0,1,0,88,0,0,0,0,0,0,0,0,0,0
病院,1313030010,オリンピア眼科病院,13,〒150－0001,東京都渋谷区神宮前二丁目１８番１２号,1303,区西南部,13113,東京都渋谷区,   ,〇,  ,  ,"眼科,麻酔科",40,40,0,0,0,0,0,0,0,0,0,0,0,0,7,3,20,0,3,0,4,0,0,0,0,0,0,0,2,0,2,0,1486,0,0,0,0,0,0,0,0,0,0
病院,1313030014,世田谷井上病院,13,〒156－0054,東京都世田谷区桜丘四丁目２５番８号,1303,区西南部,13112,東京都世田谷区,   ,  ,  ,〇,"内科,外科,整形外科,耳鼻咽喉科,放射線科,麻酔科,呼吸器内科,消化器内科,人工透析,循環器内科,糖尿病内科,アレルギー科",0,0,0,54,54,54,54,0,0,38,*,*,0,*,2,0.6,2,2.8,6,4.5,13,0.8,0,1,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,21,0,0,27
病院,1313030016,回心堂病院,13,〒151－0072,東京都渋谷区幡ヶ谷二丁目１４番１２号,1303,区西南部,13113,東京都渋谷区,   ,  ,  ,〇,"内科,他",0,0,0,137,137,137,137,0,0,0,0,0,0,0,4,1.9,36,1.1,7,0.2,40,2.1,2,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,113
病院,1313030017,初台リハビリテーション病院,13,〒151－0071,東京都渋谷区本町三丁目５３番３号,1303,区西南部,13113,東京都渋谷区,   ,  ,〇,  ,"神経内科,リハビリテーション科",0,0,0,173,173,173,173,0,0,0,0,0,0,0,12,1.4,92,0.87,0,0,47,0,86,0,69,0,35,0,0,0,2,0,804,0,0,0,0,0,0,0,0,223,0
病院,1313030018,成城木下病院,13,〒157－0066,東京都世田谷区成城六丁目１３番２０号,1303,区西南部,13112,東京都世田谷区,   ,〇,  ,  ,"産科,婦人科,小児科,乳腺科,内科,消化器内科,他",36,36,0,0,0,0,0,0,0,107,30,175,96,10,5,3.9,8,0,2,0,10,0,0,0,0,0,0,0,0,0,7,0,1667,0,0,0,0,0,0,0,0,0,0
病院,1313030023,東都三軒茶屋リハビリテーション病院,13,〒154－0024,東京都世田谷区三軒茶屋一丁目２４番３号,1303,区西南部,13112,東京都世田谷区,   ,  ,〇,〇,"内科,リハビリテーション科",58,58,0,99,99,99,99,0,0,0,0,0,0,0,2,5.5,60,0,2,0,26,0.2,19,1.4,7,0,4,0,0,0,1,0,55,0,0,0,0,0,0,0,0,83,67
病院,1313030031,下北沢病院,13,〒155－0031,東京都世田谷区北沢二丁目８番１６号,1303,区西南部,13112,東京都世田谷区,   ,〇,〇,  ,"内科,整形外科,リハビリテーション科,糖尿病内科,形成外科,心臓血管外科,皮膚科,麻酔科,リウマチ科,他",53,53,0,0,0,0,0,0,0,31,0,0,0,0,6,0,41,0.6,2,0,10,0,12,0,2,0,0,0,5,0,7,0,610,0,31,0,0,0,0,0,0,81,0
病院,1313030033,世田谷神経内科病院,13,〒158－0082,東京都世田谷区等々力六丁目３７番１２号,1303,区西南部,13112,東京都世田谷区,   ,  ,  ,〇,"内科,神経内科",165,165,0,0,0,0,0,0,0,0,0,0,0,0,5,5.7,68,20.1,10,1.1,24,8.7,7,0.7,4,0,2,0,0,0,0,0,46,0,0,0,0,11,164,0,51,153,0
病院,1313030034,碑文谷病院,13,〒152－0013,東京都目黒区南二丁目９番７号,1303,区西南部,13110,東京都目黒区,   ,〇,  ,〇,"内科,外科,整形外科,脳神経外科,放射線科,精神科,心療内科",29,29,0,43,43,43,43,0,0,200,35,599,123,395,3,7.4,9,9.7,4,0.1,8,4.8,3,0,1,0,0,0,0,0,2,0,337,0,0,0,0,0,0,0,0,0,0
病院,1313030035,三軒茶屋第一病院,13,〒154－0024,東京都世田谷区三軒茶屋一丁目２２番８号,1303,区西南部,13112,東京都世田谷区,   ,〇,  ,〇,"内科,外科,整形外科,皮膚科,泌尿器科,麻酔科,小児外科,消化器内科,消化器外科,循環器内科,乳腺科,他",58,58,0,115,115,115,115,0,0,0,0,0,0,0,7,8.9,68,2.2,5,0.6,12,1.5,4,0,0,0,0,0,4,0,3,1,1213,0,0,0,0,0,0,0,0,0,0
病院,1313030036,三軒茶屋病院,13,〒154－0024,東京都世田谷区三軒茶屋一丁目２１番５号,1303,区西南部,13112,東京都世田谷区,   ,〇,〇,〇,"内科,人工透析,泌尿器科,リハビリテーション科,皮膚科",135,135,0,112,112,59,59,53,53,209,*,68,*,40,3,9,72,1,14,6,36,25.8,2,0,0,0,0,0,0,0,0,0,737,0,24,18,0,0,0,27,0,14,80
病院,1313030041,セントラル病院松濤,13,〒150－0046,東京都渋谷区松濤二丁目１１番１２号,1303,区西南部,13113,東京都渋谷区,   ,  ,  ,〇,内科,0,0,0,110,110,110,110,0,0,0,0,0,0,0,3,1.9,40,0,0,0,38,0,2,0,2,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0
病院,1313030042,セントラル病院分院,13,〒150－0045,東京都渋谷区神泉町２５番１号,1303,区西南部,13113,東京都渋谷区,   ,  ,  ,〇,内科,0,0,0,120,120,120,120,0,0,0,0,0,0,0,3,0,29,0,4,0,46,0,1,0,0,0,1,0,0,0,0,0,107,10,0,30,0,0,0,0,0,54,68
病院,1313030044,世田谷北部病院,13,〒157－0062,東京都世田谷区南烏山二丁目９番１７号,1303,区西南部,13112,東京都世田谷区,   ,〇,〇,  ,"整形外科,内科,外科,皮膚科,形成外科,眼科,麻酔科,リハビリテーション科,泌尿器科",75,75,0,0,0,0,0,0,0,1127,175,1007,210,618,8,8.3,46,4.3,2,0,12,0.5,4,0.7,0,0,0,0,3,0,11,4.3,2012,0,0,14,0,0,0,0,0,43,0
病院,1313030045,目黒病院,13,〒152－0001,東京都目黒区中央町二丁目１２番６号,1303,区西南部,13110,東京都目黒区,   ,〇,  ,  ,"内科,心療内科,外科,整形外科,精神科,リハビリテーション科,放射線科,呼吸器内科,消化器内科,肛門科",60,60,0,0,0,0,0,0,0,124,28,264,58,481,5,1.8,27,1.6,5,0,7,0.8,4,0,0,0,0,0,2,0,2,0.8,664,0,0,0,0,0,0,0,0,0,0
病院,1313030046,内藤病院,13,〒151－0061,東京都渋谷区初台一丁目３５番１０号,1303,区西南部,13113,東京都渋谷区,   ,〇,  ,  ,"内科,外科,消化器内科,呼吸器内科,放射線科,麻酔科",53,53,53,0,0,0,0,0,0,1040,70,98,20,782,3,5.3,23,4.6,3,0.8,7,0.9,0,0,0,0,0,0,0,0,8,0.8,679,0,0,0,0,0,0,0,0,0,0
病院,1313030047,富ヶ谷みらいクリニック,13,〒151－0063,東京都渋谷区富ヶ谷一丁目４９番３号　フェリーチェ代々木公園１階,1303,区西南部,13113,東京都渋谷区,   ,  ,  ,  ,"内科,整形外科,循環器内科,外科",60,0,60,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
病院,1313030048,一般財団法人　駒沢病院,13,〒154－0012,東京都世田谷区駒沢二丁目２番１５号,1303,区西南部,13112,東京都世田谷区,   ,〇,  ,  ,"内科,精神科,消化器内科,外科,整形外科,皮膚科,泌尿器科,放射線科,麻酔科,リウマチ科,リハビリテーション科,他",95,79,0,0,0,0,0,0,0,1275,37,1121,123,554,10,8.7,48,2.9,12,1.2,8,0,7,0,0,0,0,0,5,0,5,2.3,1302,0,11,0,0,22,0,0,0,58,0
病院,1313030049,一般社団法人　第二病院,13,〒157－0065,東京都世田谷区上祖師谷五丁目１９番１号,1303,区西南部,13112,東京都世田谷区,   ,〇,  ,  ,"内科,小児科,神経内科,外科,産婦人科,眼科,耳鼻咽喉科,糖尿病内科,整形外科,脳神経外科,皮膚科,麻酔科,放射線科,泌尿器科,呼吸器内科,消化器内科,循環器内科",305,305,0,0,0,0,0,0,0,1682,276,3065,773,2538,44,10.5,154,14.7,8,1.6,14,4.7,8,0,1,0,0,0,11,0.6,16,5.1,5889,0,129,71,0,17,0,0,0,156,0
病院,1313030050,原宿リハビリテーション病院,13,〒150－0001,東京都渋谷区神宮前六丁目２６番１号,1303,区西南部,13113,東京都渋谷区,   ,  ,〇,  ,"リハビリテーション科,内科,歯科,循環器内科",0,0,0,332,332,332,332,0,0,0,0,0,0,0,13,0,159,7.8,9,0,74,0,148,0,57,0,23,0,0,0,0,0,1588,0,0,0,0,0,0,0,0,415,0
病院,1313030051,古畑病院,13,〒154－0001,東京都世田谷区池尻二丁目３３番１０号,1303,区西南部,13112,東京都世田谷区,   ,〇,  ,  ,"内科,外科,整形外科,リハビリテーション科,消化器内科,肛門科,他",39,39,0,0,0,0,0,0,0,842,57,1637,236,521,5,2.9,21,1.25,3,0,3,0,5,0.5,1,0,1,0,0,0,4,0.5,644,0,11,0,0,0,0,0,0,37,0
病院,1313030052,公益財団法人　玉川病院,13,〒158－0095,東京都世田谷区瀬田四丁目８番１号,1303,区西南部,13112,東京都世田谷区,〇,〇,〇,  ,"内科,小児科,外科,産婦人科,皮膚科,泌尿器科,整形外科,眼科,耳鼻咽喉科,リハビリテーション科,麻酔科,歯科,放射線科,神経内科,呼吸器外科,リウマチ科,糖尿病内科,乳腺科,脳神経外科,形成外科,病理診断科,呼吸器内科,循環器内科,消化器内科,消化器外科,肛門科,救急科,他",389,389,0,0,0,0,0,0,0,3128,481,4707,1104,5283,71,13.7,302,10.6,6,0,70,2.6,32,0,13,0,6,0,22,0,26,6.6,9217,0,238,158,0,68,0,0,0,288,0
病院,1313030053,公立学校共済組合　関東中央病院,13,〒158－0098,東京都世田谷区上用賀六丁目２５番１号,1303,区西南部,13112,東京都世田谷区,〇,〇,  ,  ,"内科,精神科,小児科,外科,整形外科,脳神経外科,心臓血管外科,皮膚科,泌尿器科,産婦人科,眼科,耳鼻咽喉科,リハビリテーション科,放射線科,麻酔科,形成外科,乳腺科,救急科,呼吸器内科,神経内科,心療内科,循環器内科,消化器内科,消化器外科,病理診断科,脳神経内科,糖尿病内科,呼吸器外科,他",353,353,0,0,0,0,0,0,0,2849,378,5285,1037,4185,78,49.4,339,6.2,0,0,3,29.1,9,0,3,0,1,0,24,0,34,4.3,12606,31,345,317,23,84,0,10,0,174,0
病院,1313030054,国家公務員共済組合連合会　東京共済病院,13,〒153－0061,東京都目黒区中目黒二丁目３番８号,1303,区西南部,13110,東京都目黒区,〇,〇,〇,  ,"内科,呼吸器内科,消化器内科,心療内科,外科,整形外科,皮膚科,脳神経内科,リウマチ科,精神科,泌尿器科,婦人科,眼科,耳鼻咽喉科,脳神経外科,呼吸器外科,形成外科,麻酔科,放射線科,リハビリテーション科,病理診断科,救急科,他",350,350,0,0,0,0,0,0,0,1461,282,3078,952,2617,89,4.55,284,13.8,0,0.8,28,4,10,0,4,0,2,0,16,0,23,11,6546,0,167,56,0,31,0,0,0,159,0
病院,1313030055,国家公務員共済組合連合会　三宿病院,13,〒153－0051,東京都目黒区上目黒五丁目３３番１２号,1303,区西南部,13110,東京都目黒区,〇,〇,〇,  ,"内科,小児科,放射線科,外科,整形外科,婦人科,眼科,耳鼻咽喉科,消化器内科,呼吸器内科,心臓血管外科,脳神経外科,皮膚科,形成外科,泌尿器科,麻酔科,神経内科,歯科,リハビリテーション科,精神科,他",206,206,0,38,38,38,38,0,0,2254,384,3460,792,3909,59,5.3,186,16.6,0,0,1,8.4,24,0,9,0.9,5,0,10,0,10,7.4,4770,0,161,88,0,10,0,0,0,219,0
病院,1313030056,参宮橋他病院,13,〒151－0053,東京都渋谷区代々木三丁目５７番１号,1303,区西南部,13113,東京都渋谷区,   ,〇,  ,  ,"整形外科,内科,麻酔科,リハビリテーション科",22,22,0,0,0,0,0,0,0,0,0,0,0,0,6,2,26,0.2,0,0,0,0,2,0,0,0,0,0,5,0,4,0,468,0,0,15,0,34,0,0,0,46,0
病院,1313030058,自衛隊中央病院,13,〒154－0001,東京都世田谷区池尻一丁目２番２４号,1303,区西南部,13112,東京都世田谷区,〇,〇,  ,  ,"内科,精神科,小児科,整形外科,脳神経外科,皮膚科,泌尿器科,産婦人科,眼科,リハビリテーション科,放射線科,麻酔科,外科,歯科,形成外科,呼吸器外科,心臓血管外科,神経内科,リウマチ科,耳鼻咽喉科,呼吸器内科,循環器内科,消化器内科,消化器外科,救急科,病理診断科,他",348,348,0,0,0,0,0,0,0,0,0,0,0,0,100,0,324,0,19,0,1,0,3,0,2,0,1,0,34,0,35,0,5070,0,112,29,0,0,0,0,0,23,0
病院,1313030059,社会福祉法人　久我山病院,13,〒157－0061,東京都世田谷区北烏山二丁目１４番２０号,1303,区西南部,13112,東京都世田谷区,   ,〇,  ,  ,"内科,呼吸器内科,外科,整形外科,脳神経外科,泌尿器科,産婦人科,小児科,眼科,耳鼻咽喉科,皮膚科,リハビリテーション科,放射線科,麻酔科,循環器内科,消化器内科,消化器外科",199,199,0,0,0,0,0,0,0,2445,699,3687,1703,0,34,16,193,4,3,0,21,0,11,0,6,0,3,0,9,0,26,3,5784,13,200,75,0,27,0,0,0,218,0
病院,1313030061,社会福祉法人　有隣病院,13,〒156－0055,東京都世田谷区船橋二丁目１５番３８号,1303,区西南部,13112,東京都世田谷区,   ,〇,〇,〇,"糖尿病内科,外科,整形外科,眼科,リハビリテーション科,放射線科,口腔外科,泌尿器科,婦人科,循環器内科,呼吸器内科,消化器内科,神経内科",50,50,0,201,201,201,201,0,0,0,0,*,*,24,8,3.1,58,9.7,19,3.7,55,1,31,0,16,0,7,0,0,0,3,1.4,831,15,0,16,0,0,0,0,0,174,21
病院,1313030062,昭和大学付属烏山病院,13,〒157－0061,東京都世田谷区北烏山六丁目１１番１１号,1303,区西南部,13112,東京都世田谷区,   ,〇,  ,  ,"精神科,歯科,内科,口腔外科",44,25,0,0,0,0,0,0,0,37,17,262,41,40,30,14.5,160,0,1,0,10,0.9,0,0,10,0,0,0,0,0,4,0,192,0,0,0,0,0,0,0,0,0,0
病院,1313030064,世田谷記念病院,13,〒158－0092,東京都世田谷区野毛二丁目３０番１０号,1303,区西南部,13112,東京都世田谷区,   ,  ,〇,〇,"内科,整形外科,リハビリテーション科,脳神経外科",0,0,0,200,200,200,200,0,0,10,10,30,30,15,9,3.4,80,2.4,5,0,45,12,76,0,18,0,12,0,0,0,2,0,1079,0,0,0,0,0,0,0,0,174,45
病院,1313030065,世田谷中央病院,13,〒154－0017,東京都世田谷区世田谷一丁目３２番１８号,1303,区西南部,13112,東京都世田谷区,   ,〇,〇,  ,"内科,消化器内科,小児科,放射線科,外科,整形外科,産婦人科,リハビリテーション科",117,117,0,0,0,0,0,0,0,2872,232,1382,164,814,8,2.26,32,7.8,3,0.8,9,1.5,3,0,2,0,1,0,2,0,4,2.7,2806,0,31,23,0,0,0,0,0,105,0
病院,1313030067,青葉病院,13,〒154－0004,東京都世田谷区太子堂二丁目１５番２号,1303,区西南部,13112,東京都世田谷区,   ,〇,  ,〇,"循環器内科,内科,リハビリテーション科,整形外科,神経内科,糖尿病内科,他",73,73,0,44,44,0,0,44,44,0,0,0,0,0,3,7.2,28,3.8,12,0.6,27,5.4,2,0,0,0,0,0,0,0,1,0.8,233,0,0,0,0,0,0,0,0,40,15
病院,1313030069,総合病院　厚生中央病院,13,〒153－0062,東京都目黒区三田一丁目１１番７号,1303,区西南部,13110,東京都目黒区,   ,〇,〇,  ,"内科,神経内科,呼吸器外科,整形外科,リハビリテーション科,小児科,産婦人科,眼科,耳鼻咽喉科,皮膚科,泌尿器科,麻酔科,脳神経外科,精神科,乳腺科,呼吸器内科,消化器内科,消化器外科,循環器内科,放射線診断科,他",320,320,0,0,0,0,0,0,0,1343,264,2368,593,2420,0,0,255,0,2,0,23,0,10,0,2,0,1,0,16,0,50,0,9678,15,115,52,0,43,0,0,0,164,0
病院,1313030072,東海大学医学部附属東京病院,13,〒151－0053,東京都渋谷区代々木一丁目２番５号,1303,区西南部,13113,東京都渋谷区,   ,〇,  ,  ,"内科,外科,泌尿器科,眼科,耳鼻咽喉科,神経内科,呼吸器外科,放射線科,呼吸器内科,糖尿病内科,消化器内科,循環器内科,病理診断科",99,99,0,0,0,0,0,0,0,49,28,100,75,90,26,2.5,72,1.6,0,0,0,0,1,0,0,0,1,0,6,0,12,1,2361,0,40,21,0,20,0,0,0,26,0
病院,1313030074,東京都立広尾病院,13,〒150－0013,東京都渋谷区恵比寿二丁目３４番１０号,1303,区西南部,13113,東京都渋谷区,〇,〇,  ,  ,"内科,糖尿病内科,消化器内科,呼吸器内科,循環器内科,精神科,脳神経内科,小児科,外科,消化器外科,心臓血管外科,整形外科,リハビリテーション科,脳神経外科,形成外科,皮膚科,泌尿器科,産婦人科,眼科,耳鼻咽喉科,放射線科,歯科,口腔外科,麻酔科,救急科,病理診断科,他",439,438,0,0,0,0,0,0,0,5454,997,8792,2097,6036,94,72.7,438,11.6,0,0,0,0,6,1.6,1,0,1,0,31,0,24,4.6,12982,11,219,102,0,87,11,0,0,195,0
病院,1313030075,東京都立松沢病院,13,〒156－0057,東京都世田谷区上北沢二丁目１番１号,1303,区西南部,13112,東京都世田谷区,   ,〇,  ,  ,"内科,外科,整形外科,精神科,脳神経外科,歯科,神経内科,放射線科,麻酔科",90,90,0,0,0,0,0,0,0,268,108,708,425,1614,56,40.35,516,15.6,3,0,0,0,5,0,18,0.8,1,0,7,0,14,6.9,571,0,23,0,0,0,0,0,0,44,0
